Loyalty Number,Province,City,Postal Code,Gender,Education,Salary,Marital Status,Loyalty Card,CLV,Enrollment Type,Enrollment Year,Enrollment Month,Cancellation Year,Cancellation Month,Cohort,Status,Enrollment Date,Cancellation Date,Tenure Months,Salary Clean,Salary Missing,CLV Band,Card Rank
641123,Ontario,Thunder Bay,K8T 5M5,Male,College,,Single,Star,4737.41,Standard,2012,12,,,Pre-2018 Standard,Active,2012-12-01,,72,,True,4-6k,3
788332,Ontario,Toronto,M1R 4K3,Male,College,,Single,Star,4738.99,Standard,2014,10,,,Pre-2018 Standard,Active,2014-10-01,,50,,True,4-6k,3
415327,Quebec,Montreal,H2T 9K8,Female,College,,Married,Star,4739.3,Standard,2017,9,,,Pre-2018 Standard,Active,2017-09-01,,15,,True,4-6k,3
531793,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,57546.0,Single,Star,4739.86,Standard,2016,5,,,Pre-2018 Standard,Active,2016-05-01,,31,57546.0,False,4-6k,3
598016,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,89419.0,Married,Star,4742.62,Standard,2016,5,,,Pre-2018 Standard,Active,2016-05-01,,31,89419.0,False,4-6k,3
121751,Ontario,Toronto,P1W 1K4,Male,Bachelor,83189.0,Married,Star,4743.62,Standard,2018,7,,,2018 Standard,Active,2018-07-01,,5,83189.0,False,4-6k,3
361892,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,83189.0,Married,Star,4743.62,Standard,2014,3,,,Pre-2018 Standard,Active,2014-03-01,,57,83189.0,False,4-6k,3
201564,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,47052.0,Single,Star,4744.97,Standard,2013,3,,,Pre-2018 Standard,Active,2013-03-01,,69,47052.0,False,4-6k,3
508728,Ontario,Kingston,M9K 2P4,Male,Bachelor,47052.0,Single,Star,4744.97,Standard,2012,11,,,Pre-2018 Standard,Active,2012-11-01,,73,47052.0,False,4-6k,3
550213,Ontario,Toronto,M2M 7K8,Female,Doctor,112349.0,Married,Star,4746.69,Standard,2013,7,,,Pre-2018 Standard,Active,2013-07-01,,65,112349.0,False,4-6k,3
173485,Saskatchewan,Regina,S1J 3C5,Female,College,,Single,Star,4748.79,Standard,2014,1,,,Pre-2018 Standard,Active,2014-01-01,,59,,True,4-6k,3
571017,Ontario,Ottawa,K1F 2R2,Female,Bachelor,54508.0,Married,Star,4751.28,Standard,2015,12,,,Pre-2018 Standard,Active,2015-12-01,,36,54508.0,False,4-6k,3
455594,Ontario,Toronto,M2Z 4K1,Female,College,,Single,Star,4754.45,Standard,2012,10,,,Pre-2018 Standard,Active,2012-10-01,,74,,True,4-6k,3
330249,Ontario,Kingston,M9K 2P4,Female,Bachelor,47864.0,Married,Star,4755.37,Standard,2013,9,,,Pre-2018 Standard,Active,2013-09-01,,63,47864.0,False,4-6k,3
794348,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,4755.48,Standard,2017,1,2017.0,9.0,Pre-2018 Standard,Cancelled,2017-01-01,2017-09-01,8,,True,4-6k,3
561874,British Columbia,Dawson Creek,U5I 4F1,Male,Master,114778.0,Married,Star,4755.72,Standard,2014,4,,,Pre-2018 Standard,Active,2014-04-01,,56,114778.0,False,4-6k,3
319504,Ontario,Trenton,K8V 4B2,Female,Bachelor,84734.0,Married,Star,4755.76,Standard,2017,3,,,Pre-2018 Standard,Active,2017-03-01,,21,84734.0,False,4-6k,3
746502,Quebec,Montreal,H2T 9K8,Male,College,,Single,Aurora,6328.18,2018 Promotion,2018,2,,,2018 Promotion,Active,2018-02-01,,10,,True,6-10k,1
372069,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,72991.0,Married,Star,4756.13,Standard,2017,7,,,Pre-2018 Standard,Active,2017-07-01,,17,72991.0,False,4-6k,3
600013,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,67717.0,Divorced,Star,4756.91,Standard,2017,12,,,Pre-2018 Standard,Active,2017-12-01,,12,67717.0,False,4-6k,3
722629,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,81290.0,Married,Star,4757.24,Standard,2015,5,,,Pre-2018 Standard,Active,2015-05-01,,43,81290.0,False,4-6k,3
556266,Quebec,Montreal,H2Y 4R4,Male,Bachelor,99465.0,Married,Star,4758.47,Standard,2014,8,,,Pre-2018 Standard,Active,2014-08-01,,52,99465.0,False,4-6k,3
842405,Quebec,Montreal,H2Y 2W2,Female,College,,Single,Star,4760.94,Standard,2017,8,,,Pre-2018 Standard,Active,2017-08-01,,16,,True,4-6k,3
919668,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,58637.0,Married,Star,4762.16,Standard,2017,9,,,Pre-2018 Standard,Active,2017-09-01,,15,58637.0,False,4-6k,3
925433,Ontario,Toronto,P2T 6G3,Female,Bachelor,58637.0,Married,Star,4762.16,Standard,2015,8,,,Pre-2018 Standard,Active,2015-08-01,,40,58637.0,False,4-6k,3
489781,Quebec,Quebec City,G1B 3L5,Female,Bachelor,73715.0,Divorced,Star,4762.59,Standard,2016,9,,,Pre-2018 Standard,Active,2016-09-01,,27,73715.0,False,4-6k,3
462459,Ontario,Toronto,M1R 4K3,Female,Bachelor,80052.0,Single,Star,4762.82,Standard,2017,9,,,Pre-2018 Standard,Active,2017-09-01,,15,80052.0,False,4-6k,3
595681,Alberta,Banff,T4V 1D4,Male,Bachelor,80052.0,Single,Star,4762.82,Standard,2015,4,,,Pre-2018 Standard,Active,2015-04-01,,44,80052.0,False,4-6k,3
680754,Ontario,Trenton,K8V 4B2,Male,College,,Married,Star,4762.82,Standard,2018,11,,,2018 Standard,Active,2018-11-01,,1,,True,4-6k,3
742854,British Columbia,Vancouver,V6E 3D9,Female,College,,Married,Star,4762.82,Standard,2017,8,,,Pre-2018 Standard,Active,2017-08-01,,16,,True,4-6k,3
993170,Quebec,Montreal,H2T 9K8,Male,Bachelor,64373.0,Married,Aurora,6366.23,2018 Promotion,2018,4,,,2018 Promotion,Active,2018-04-01,,8,64373.0,False,6-10k,1
426317,Quebec,Quebec City,G1B 3L5,Female,College,,Single,Star,4767.69,Standard,2015,8,,,Pre-2018 Standard,Active,2015-08-01,,40,,True,4-6k,3
485383,Ontario,Toronto,M2M 7K8,Male,College,,Married,Star,4770.26,Standard,2016,2,,,Pre-2018 Standard,Active,2016-02-01,,34,,True,4-6k,3
486860,Quebec,Montreal,H2T 2J6,Male,College,,Single,Aurora,6393.87,2018 Promotion,2018,2,,,2018 Promotion,Active,2018-02-01,,10,,True,6-10k,1
264018,Quebec,Hull,J8Y 3Z5,Female,High School or Below,45229.0,Single,Star,4770.55,Standard,2015,5,,,Pre-2018 Standard,Active,2015-05-01,,43,45229.0,False,4-6k,3
348732,Quebec,Montreal,H2T 2J6,Female,High School or Below,45229.0,Single,Star,4770.55,Standard,2017,6,,,Pre-2018 Standard,Active,2017-06-01,,18,45229.0,False,4-6k,3
553254,Alberta,Edmonton,T3G 6Y6,Male,High School or Below,45229.0,Single,Star,4770.55,Standard,2013,3,,,Pre-2018 Standard,Active,2013-03-01,,69,45229.0,False,4-6k,3
706918,British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,45229.0,Single,Star,4770.55,Standard,2017,7,,,Pre-2018 Standard,Active,2017-07-01,,17,45229.0,False,4-6k,3
773857,Ontario,Toronto,M2M 7K8,Male,High School or Below,45229.0,Single,Star,4770.55,Standard,2013,12,2014.0,8.0,Pre-2018 Standard,Cancelled,2013-12-01,2014-08-01,8,45229.0,False,4-6k,3
790287,Ontario,Sudbury,M5V 1G5,Female,Bachelor,87662.0,Single,Star,4770.98,Standard,2017,10,2018.0,6.0,Pre-2018 Standard,Cancelled,2017-10-01,2018-06-01,8,87662.0,False,4-6k,3
811612,Newfoundland,St. John's,A1C 6H9,Female,High School or Below,50249.0,Married,Star,4772.93,Standard,2018,8,,,2018 Standard,Active,2018-08-01,,4,50249.0,False,4-6k,3
494552,British Columbia,Dawson Creek,U5I 4F1,Male,Master,105231.0,Divorced,Star,4772.94,Standard,2018,5,,,2018 Standard,Active,2018-05-01,,7,105231.0,False,4-6k,3
667615,Alberta,Calgary,T3E 2V9,Female,Master,105231.0,Divorced,Star,4772.94,Standard,2017,11,,,Pre-2018 Standard,Active,2017-11-01,,13,105231.0,False,4-6k,3
754175,Ontario,Toronto,M2Z 4K1,Female,Master,105231.0,Divorced,Star,4772.94,Standard,2017,8,,,Pre-2018 Standard,Active,2017-08-01,,16,105231.0,False,4-6k,3
755276,Alberta,Banff,T4V 1D4,Female,Master,105231.0,Divorced,Star,4772.94,Standard,2016,6,,,Pre-2018 Standard,Active,2016-06-01,,30,105231.0,False,4-6k,3
952493,Ontario,Toronto,M1R 4K3,Male,Master,105231.0,Divorced,Star,4772.94,Standard,2014,7,,,Pre-2018 Standard,Active,2014-07-01,,53,105231.0,False,4-6k,3
815626,Ontario,Toronto,M2P 4F6,Male,Bachelor,56567.0,Single,Star,4773.69,Standard,2012,9,,,Pre-2018 Standard,Active,2012-09-01,,75,56567.0,False,4-6k,3
957008,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,56567.0,Single,Star,4773.69,Standard,2017,7,,,Pre-2018 Standard,Active,2017-07-01,,17,56567.0,False,4-6k,3
222280,Quebec,Montreal,H2Y 4R4,Female,College,,Divorced,Aurora,6466.3,2018 Promotion,2018,4,,,2018 Promotion,Active,2018-04-01,,8,,True,6-10k,1
895601,Ontario,Toronto,P1W 1K4,Male,College,,Single,Star,4776.19,Standard,2012,8,,,Pre-2018 Standard,Active,2012-08-01,,76,,True,4-6k,3
192651,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Married,Star,4777.12,Standard,2014,3,,,Pre-2018 Standard,Active,2014-03-01,,57,,True,4-6k,3
644417,British Columbia,Victoria,V10 6T5,Female,College,,Divorced,Star,4778.68,Standard,2017,3,2017.0,11.0,Pre-2018 Standard,Cancelled,2017-03-01,2017-11-01,8,,True,4-6k,3
881943,Ontario,Kingston,M9K 2P4,Male,Bachelor,71563.0,Married,Star,4779.89,Standard,2017,10,,,Pre-2018 Standard,Active,2017-10-01,,14,71563.0,False,4-6k,3
405465,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,68343.0,Married,Star,4783.92,Standard,2013,8,2014.0,4.0,Pre-2018 Standard,Cancelled,2013-08-01,2014-04-01,8,68343.0,False,4-6k,3
642409,Quebec,Montreal,H2T 9K8,Female,Bachelor,68343.0,Married,Star,4783.92,Standard,2018,10,,,2018 Standard,Active,2018-10-01,,2,68343.0,False,4-6k,3
234047,Quebec,Montreal,H2T 9K8,Female,Bachelor,49031.0,Married,Star,4786.01,Standard,2014,7,,,Pre-2018 Standard,Active,2014-07-01,,53,49031.0,False,4-6k,3
366911,Ontario,Toronto,P1J 8T7,Male,College,,Single,Star,4786.05,Standard,2012,11,,,Pre-2018 Standard,Active,2012-11-01,,73,,True,4-6k,3
424540,British Columbia,Whistler,V6T 1Y8,Female,College,,Single,Star,4787.21,Standard,2012,7,,,Pre-2018 Standard,Active,2012-07-01,,77,,True,4-6k,3
985622,Ontario,Toronto,P1J 8T7,Female,Bachelor,65000.0,Single,Star,4787.81,Standard,2015,4,2015.0,12.0,Pre-2018 Standard,Cancelled,2015-04-01,2015-12-01,8,65000.0,False,4-6k,3
255718,British Columbia,Vancouver,V6E 3Z3,Male,Doctor,229203.0,Married,Star,4792.81,Standard,2013,2,,,Pre-2018 Standard,Active,2013-02-01,,70,229203.0,False,4-6k,3
874589,British Columbia,Vancouver,V5R 1W3,Female,High School or Below,61579.0,Divorced,Star,4792.83,Standard,2017,5,2018.0,1.0,Pre-2018 Standard,Cancelled,2017-05-01,2018-01-01,8,61579.0,False,4-6k,3
631232,Ontario,Toronto,P1L 8X8,Male,Bachelor,65672.0,Divorced,Star,4794.93,Standard,2018,12,,,2018 Standard,Active,2018-12-01,,0,65672.0,False,4-6k,3
725705,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,65672.0,Divorced,Star,4794.93,Standard,2015,3,,,Pre-2018 Standard,Active,2015-03-01,,45,65672.0,False,4-6k,3
463890,British Columbia,Victoria,V10 6T5,Female,Bachelor,92469.0,Single,Star,4794.96,Standard,2012,5,,,Pre-2018 Standard,Active,2012-05-01,,79,92469.0,False,4-6k,3
760842,Quebec,Montreal,H4G 3T4,Male,College,,Married,Star,4799.62,Standard,2017,1,,,Pre-2018 Standard,Active,2017-01-01,,23,,True,4-6k,3
887026,Ontario,Toronto,M1R 4K3,Male,High School or Below,56173.0,Married,Star,4801.66,Standard,2015,2,2016.0,9.0,Pre-2018 Standard,Cancelled,2015-02-01,2016-09-01,19,56173.0,False,4-6k,3
377302,Quebec,Quebec City,G1B 3L5,Male,Doctor,219564.0,Married,Star,4803.78,Standard,2017,3,2017.0,11.0,Pre-2018 Standard,Cancelled,2017-03-01,2017-11-01,8,219564.0,False,4-6k,3
364931,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,69930.0,Married,Star,4804.36,Standard,2017,2,,,Pre-2018 Standard,Active,2017-02-01,,22,69930.0,False,4-6k,3
916478,Quebec,Montreal,H2Y 2W2,Female,Bachelor,38826.0,Married,Aurora,6745.89,2018 Promotion,2018,2,,,2018 Promotion,Active,2018-02-01,,10,38826.0,False,6-10k,1
103362,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Star,4807.0,Standard,2018,10,,,2018 Standard,Active,2018-10-01,,2,,True,4-6k,3
953097,Quebec,Montreal,H2Y 4R4,Female,Bachelor,104990.0,Married,Star,4807.85,Standard,2014,12,,,Pre-2018 Standard,Active,2014-12-01,,48,104990.0,False,4-6k,3
146067,Saskatchewan,Regina,S6J 3G0,Female,High School or Below,67765.0,Married,Star,4808.96,Standard,2012,11,,,Pre-2018 Standard,Active,2012-11-01,,73,67765.0,False,4-6k,3
842390,Ontario,Toronto,P1L 8X8,Female,Bachelor,67052.0,Married,Star,4809.22,Standard,2013,5,,,Pre-2018 Standard,Active,2013-05-01,,67,67052.0,False,4-6k,3
620741,Quebec,Montreal,H2Y 4R4,Female,Bachelor,49989.0,Married,Star,4810.98,Standard,2017,8,,,Pre-2018 Standard,Active,2017-08-01,,16,49989.0,False,4-6k,3
848003,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,49989.0,Married,Star,4810.98,Standard,2014,5,,,Pre-2018 Standard,Active,2014-05-01,,55,49989.0,False,4-6k,3
833024,Manitoba,Winnipeg,R6Y 4T5,Male,College,,Divorced,Star,4811.18,Standard,2013,11,,,Pre-2018 Standard,Active,2013-11-01,,61,,True,4-6k,3
457525,Quebec,Montreal,H2Y 2W2,Female,College,,Single,Star,4811.74,Standard,2013,12,,,Pre-2018 Standard,Active,2013-12-01,,60,,True,4-6k,3
220315,Ontario,Toronto,P2T 6G3,Female,College,,Single,Star,4813.28,Standard,2018,5,,,2018 Standard,Active,2018-05-01,,7,,True,4-6k,3
547994,British Columbia,Vancouver,V6E 3D9,Female,College,,Single,Star,4813.28,Standard,2016,1,2016.0,7.0,Pre-2018 Standard,Cancelled,2016-01-01,2016-07-01,6,,True,4-6k,3
324881,Ontario,Toronto,M2M 6J7,Male,Doctor,241906.0,Divorced,Star,4815.01,Standard,2017,4,,,Pre-2018 Standard,Active,2017-04-01,,20,241906.0,False,4-6k,3
233646,Nova Scotia,Halifax,B3J 9S2,Male,College,,Single,Star,4815.02,Standard,2014,1,,,Pre-2018 Standard,Active,2014-01-01,,59,,True,4-6k,3
809016,Ontario,Trenton,K8V 4B2,Male,Bachelor,90707.0,Divorced,Star,4815.53,Standard,2015,10,,,Pre-2018 Standard,Active,2015-10-01,,38,90707.0,False,4-6k,3
350675,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,75400.0,Single,Star,4815.85,Standard,2012,11,,,Pre-2018 Standard,Active,2012-11-01,,73,75400.0,False,4-6k,3
773219,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,86590.0,Single,Star,4819.18,Standard,2017,11,,,Pre-2018 Standard,Active,2017-11-01,,13,86590.0,False,4-6k,3
129515,Ontario,Ottawa,K1F 2R2,Female,Bachelor,52302.0,Married,Star,4820.7,Standard,2012,6,,,Pre-2018 Standard,Active,2012-06-01,,78,52302.0,False,4-6k,3
146760,Quebec,Montreal,H2Y 4R4,Female,College,,Married,Star,4821.99,Standard,2013,7,,,Pre-2018 Standard,Active,2013-07-01,,65,,True,4-6k,3
448483,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,75040.0,Married,Star,4823.56,Standard,2012,5,,,Pre-2018 Standard,Active,2012-05-01,,79,75040.0,False,4-6k,3
510841,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Married,Star,4825.5,Standard,2015,4,,,Pre-2018 Standard,Active,2015-04-01,,44,,True,4-6k,3
261229,Quebec,Montreal,H2T 2J6,Male,Bachelor,76992.0,Married,Star,4825.65,Standard,2015,4,,,Pre-2018 Standard,Active,2015-04-01,,44,76992.0,False,4-6k,3
496728,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,76992.0,Married,Star,4825.65,Standard,2015,11,,,Pre-2018 Standard,Active,2015-11-01,,37,76992.0,False,4-6k,3
549862,Quebec,Montreal,H2Y 2W2,Male,High School or Below,57604.0,Married,Star,4826.83,Standard,2016,2,,,Pre-2018 Standard,Active,2016-02-01,,34,57604.0,False,4-6k,3
277430,Quebec,Montreal,H2Y 2W2,Female,College,,Single,Star,4827.78,Standard,2018,8,,,2018 Standard,Active,2018-08-01,,4,,True,4-6k,3
728043,Quebec,Montreal,H2Y 2W2,Male,Bachelor,57385.0,Married,Star,4829.57,Standard,2017,11,,,Pre-2018 Standard,Active,2017-11-01,,13,57385.0,False,4-6k,3
533666,Quebec,Hull,J8Y 3Z5,Male,College,,Divorced,Star,4830.91,Standard,2014,11,,,Pre-2018 Standard,Active,2014-11-01,,49,,True,4-6k,3
645600,Quebec,Hull,J8Y 3Z5,Male,College,,Single,Star,4832.12,Standard,2016,10,,,Pre-2018 Standard,Active,2016-10-01,,26,,True,4-6k,3
441340,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,60235.0,Divorced,Star,4834.71,Standard,2015,10,,,Pre-2018 Standard,Active,2015-10-01,,38,60235.0,False,4-6k,3
587591,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,60235.0,Divorced,Star,4834.71,Standard,2013,4,,,Pre-2018 Standard,Active,2013-04-01,,68,60235.0,False,4-6k,3
642449,Ontario,Sudbury,M5V 1G5,Female,College,,Single,Star,4835.57,Standard,2017,5,,,Pre-2018 Standard,Active,2017-05-01,,19,,True,4-6k,3
514917,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,4836.05,Standard,2018,11,,,2018 Standard,Active,2018-11-01,,1,,True,4-6k,3
188328,Quebec,Montreal,H2Y 2W2,Female,Bachelor,78247.0,Married,Aurora,7199.65,2018 Promotion,2018,2,,,2018 Promotion,Active,2018-02-01,,10,78247.0,False,6-10k,1
260712,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,60672.0,Married,Star,4836.89,Standard,2017,8,2018.0,4.0,Pre-2018 Standard,Cancelled,2017-08-01,2018-04-01,8,60672.0,False,4-6k,3
357901,Quebec,Montreal,H2Y 2W2,Female,Bachelor,69559.0,Married,Aurora,7218.16,2018 Promotion,2018,4,,,2018 Promotion,Active,2018-04-01,,8,69559.0,False,6-10k,1
441359,Alberta,Edmonton,T9G 1W3,Male,Bachelor,85887.0,Married,Star,4838.21,Standard,2014,9,,,Pre-2018 Standard,Active,2014-09-01,,51,85887.0,False,4-6k,3
256135,Ontario,Toronto,M2Z 4K1,Male,College,,Single,Star,4838.88,Standard,2015,5,,,Pre-2018 Standard,Active,2015-05-01,,43,,True,4-6k,3
765261,British Columbia,Dawson Creek,U5I 4F1,Male,College,,Single,Star,4838.88,Standard,2013,5,,,Pre-2018 Standard,Active,2013-05-01,,67,,True,4-6k,3
900359,Ontario,Toronto,M2P 4F6,Male,College,,Divorced,Star,4838.98,Standard,2017,12,,,Pre-2018 Standard,Active,2017-12-01,,12,,True,4-6k,3
909854,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Divorced,Star,4838.98,Standard,2016,1,2016.0,9.0,Pre-2018 Standard,Cancelled,2016-01-01,2016-09-01,8,,True,4-6k,3
704112,British Columbia,Vancouver,V1E 4R6,Male,College,,Single,Star,4839.11,Standard,2013,5,,,Pre-2018 Standard,Active,2013-05-01,,67,,True,4-6k,3
756543,British Columbia,Victoria,V10 6T5,Female,Bachelor,49065.0,Married,Star,4841.06,Standard,2016,12,,,Pre-2018 Standard,Active,2016-12-01,,24,49065.0,False,4-6k,3
862979,Quebec,Quebec City,G1B 3L5,Female,Bachelor,49230.0,Married,Aurora,7231.0,2018 Promotion,2018,2,,,2018 Promotion,Active,2018-02-01,,10,49230.0,False,6-10k,1
643026,Newfoundland,St. John's,A1C 6H9,Female,College,,Married,Star,4845.0,Standard,2016,1,,,Pre-2018 Standard,Active,2016-01-01,,35,,True,4-6k,3
325498,Quebec,Hull,J8Y 3Z5,Female,College,,Single,Star,4846.32,Standard,2016,1,,,Pre-2018 Standard,Active,2016-01-01,,35,,True,4-6k,3
287385,British Columbia,Vancouver,V6E 3D9,Male,College,,Divorced,Star,4848.9,Standard,2018,6,,,2018 Standard,Active,2018-06-01,,6,,True,4-6k,3
871145,Ontario,Trenton,K8V 4B2,Female,College,,Divorced,Star,4848.9,Standard,2016,6,,,Pre-2018 Standard,Active,2016-06-01,,30,,True,4-6k,3
145449,Quebec,Hull,J8Y 3Z5,Female,Bachelor,58674.0,Married,Aurora,7524.74,2018 Promotion,2018,4,,,2018 Promotion,Active,2018-04-01,,8,58674.0,False,6-10k,1
896947,Ontario,Toronto,M2Z 4K1,Female,Bachelor,51283.0,Divorced,Star,4858.43,Standard,2013,4,,,Pre-2018 Standard,Active,2013-04-01,,68,51283.0,False,4-6k,3
453719,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,62000.0,Divorced,Star,4860.58,Standard,2013,3,,,Pre-2018 Standard,Active,2013-03-01,,69,62000.0,False,4-6k,3
784537,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,62000.0,Divorced,Star,4860.58,Standard,2013,5,,,Pre-2018 Standard,Active,2013-05-01,,67,62000.0,False,4-6k,3
346809,Ontario,Toronto,M8Y 4K8,Female,High School or Below,72660.0,Single,Star,4860.62,Standard,2017,5,,,Pre-2018 Standard,Active,2017-05-01,,19,72660.0,False,4-6k,3
757938,British Columbia,Dawson Creek,U5I 4F1,Male,High School or Below,72660.0,Single,Star,4860.62,Standard,2017,4,,,Pre-2018 Standard,Active,2017-04-01,,20,72660.0,False,4-6k,3
950915,Quebec,Montreal,H4G 3T4,Female,Bachelor,60759.0,Divorced,Star,4860.91,Standard,2017,4,,,Pre-2018 Standard,Active,2017-04-01,,20,60759.0,False,4-6k,3
764544,British Columbia,Whistler,V6T 1Y8,Male,High School or Below,43503.0,Single,Star,4861.49,Standard,2018,12,,,2018 Standard,Active,2018-12-01,,0,43503.0,False,4-6k,3
756973,Manitoba,Winnipeg,R3R 3T4,Female,Bachelor,58863.0,Married,Star,4862.91,Standard,2014,8,2015.0,9.0,Pre-2018 Standard,Cancelled,2014-08-01,2015-09-01,13,58863.0,False,4-6k,3
745738,Quebec,Montreal,H2T 2J6,Male,College,,Single,Star,4863.27,Standard,2017,2,,,Pre-2018 Standard,Active,2017-02-01,,22,,True,4-6k,3
401007,Quebec,Montreal,H2T 9K8,Female,Bachelor,96359.0,Married,Star,4864.38,Standard,2015,2,,,Pre-2018 Standard,Active,2015-02-01,,46,96359.0,False,4-6k,3
981674,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,96359.0,Married,Star,4864.38,Standard,2015,7,,,Pre-2018 Standard,Active,2015-07-01,,41,96359.0,False,4-6k,3
723055,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,59278.0,Married,Star,4864.53,Standard,2012,7,,,Pre-2018 Standard,Active,2012-07-01,,77,59278.0,False,4-6k,3
357375,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,51831.0,Married,Star,4865.37,Standard,2016,5,,,Pre-2018 Standard,Active,2016-05-01,,31,51831.0,False,4-6k,3
958143,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,47638.0,Married,Star,4865.85,Standard,2012,5,,,Pre-2018 Standard,Active,2012-05-01,,79,47638.0,False,4-6k,3
328754,Ontario,Toronto,P2T 6G3,Male,College,,Single,Star,4866.65,Standard,2013,6,,,Pre-2018 Standard,Active,2013-06-01,,66,,True,4-6k,3
946258,Newfoundland,St. John's,A1C 6H9,Male,Doctor,175095.0,Married,Star,4867.38,Standard,2017,5,,,Pre-2018 Standard,Active,2017-05-01,,19,175095.0,False,4-6k,3
210746,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,64787.0,Married,Star,4869.28,Standard,2012,12,,,Pre-2018 Standard,Active,2012-12-01,,72,64787.0,False,4-6k,3
302957,Ontario,Toronto,P1J 8T7,Female,Bachelor,64787.0,Married,Star,4869.28,Standard,2012,11,,,Pre-2018 Standard,Active,2012-11-01,,73,64787.0,False,4-6k,3
774234,Quebec,Montreal,H2T 9K8,Female,High School or Below,68312.0,Divorced,Star,4869.6,Standard,2016,8,,,Pre-2018 Standard,Active,2016-08-01,,28,68312.0,False,4-6k,3
557289,Ontario,Kingston,M9K 2P4,Male,Bachelor,85067.0,Married,Star,4871.15,Standard,2017,3,,,Pre-2018 Standard,Active,2017-03-01,,21,85067.0,False,4-6k,3
603531,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,66902.0,Married,Star,4873.35,Standard,2012,5,,,Pre-2018 Standard,Active,2012-05-01,,79,66902.0,False,4-6k,3
682337,Ontario,Thunder Bay,K8T 5M5,Male,College,,Single,Star,4873.67,Standard,2018,9,,,2018 Standard,Active,2018-09-01,,3,,True,4-6k,3
368523,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,99801.0,Married,Star,4874.22,Standard,2017,12,,,Pre-2018 Standard,Active,2017-12-01,,12,99801.0,False,4-6k,3
274179,British Columbia,Vancouver,V5R 1W3,Male,Doctor,56291.0,Married,Star,4875.32,Standard,2018,6,,,2018 Standard,Active,2018-06-01,,6,56291.0,False,4-6k,3
833679,Ontario,Toronto,P1L 8X8,Female,Doctor,56291.0,Married,Star,4875.32,Standard,2017,4,2018.0,11.0,Pre-2018 Standard,Cancelled,2017-04-01,2018-11-01,19,56291.0,False,4-6k,3
742062,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,48178.0,Single,Star,4876.32,Standard,2015,2,,,Pre-2018 Standard,Active,2015-02-01,,46,48178.0,False,4-6k,3
789303,Alberta,Peace River,T9O 2W2,Male,College,,Married,Star,4876.47,Standard,2016,1,,,Pre-2018 Standard,Active,2016-01-01,,35,,True,4-6k,3
299366,Quebec,Montreal,H2T 9K8,Female,College,,Married,Star,4877.61,Standard,2016,2,2017.0,11.0,Pre-2018 Standard,Cancelled,2016-02-01,2017-11-01,21,,True,4-6k,3
666952,British Columbia,Whistler,V6T 1Y8,Female,College,,Married,Star,4877.61,Standard,2015,8,,,Pre-2018 Standard,Active,2015-08-01,,40,,True,4-6k,3
289863,Quebec,Montreal,H2Y 4R4,Female,Doctor,175792.0,Divorced,Star,4877.95,Standard,2017,5,,,Pre-2018 Standard,Active,2017-05-01,,19,175792.0,False,4-6k,3
773390,Ontario,Toronto,P2T 6G3,Female,Bachelor,81053.0,Married,Star,4879.38,Standard,2015,1,,,Pre-2018 Standard,Active,2015-01-01,,47,81053.0,False,4-6k,3
240476,Quebec,Quebec City,G1B 3L5,Male,Bachelor,74773.0,Married,Star,4879.44,Standard,2014,9,,,Pre-2018 Standard,Active,2014-09-01,,51,74773.0,False,4-6k,3
